Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados,Victimizaciones
Total Nacional,Contra el honor,> 65,Femenino,2019,0.0,175.0
Total Nacional,Contra el honor,> 65,Femenino,2018,0.0,151.0
Total Nacional,Contra el honor,> 65,Femenino,2017,0.0,160.0
Total Nacional,Contra el honor,> 65,Femenino,2016,1.0,120.0
Total Nacional,Contra el honor,> 65,Femenino,2015,0.0,198.0
Total Nacional,Contra el honor,> 65,Femenino,2014,2.0,194.0
Total Nacional,Contra el honor,> 65,Femenino,2013,2.0,193.0
Total Nacional,Contra el honor,> 65,Femenino,2012,0.0,172.0
Total Nacional,Contra el honor,> 65,Femenino,2011,1.0,218.0
Total Nacional,Contra el honor,Desconocida,Masculino,2019,0.0,0.0
Total Nacional,Contra el honor,Desconocida,Masculino,2018,0.0,3.0
Total Nacional,Contra el honor,Desconocida,Masculino,2017,0.0,2.0
Total Nacional,Contra el honor,Desconocida,Masculino,2016,0.0,0.0
Total Nacional,Contra el honor,Desconocida,Masculino,2015,0.0,0.0
Total Nacional,Contra el honor,Desconocida,Masculino,2014,0.0,1.0
Total Nacional,Contra el honor,Desconocida,Masculino,2013,0.0,6.0
Total Nacional,Contra el honor,Desconocida,Masculino,2012,4.0,5.0
Total Nacional,Contra el honor,Desconocida,Masculino,2011,2.0,2.0
Total Nacional,Contra el honor,Desconocida,Femenino,2019,0.0,293.0
Total Nacional,Contra el honor,Desconocida,Femenino,2018,0.0,261.0
Total Nacional,Contra el honor,Desconocida,Femenino,2017,0.0,265.0
Total Nacional,Contra el honor,Desconocida,Femenino,2016,0.0,222.0
Total Nacional,Contra el honor,Desconocida,Femenino,2015,0.0,330.0
Total Nacional,Contra el honor,Desconocida,Femenino,2014,0.0,324.0
Total Nacional,Contra el honor,Desconocida,Femenino,2013,1.0,303.0
Total Nacional,Contra el honor,Desconocida,Femenino,2012,2.0,269.0
Total Nacional,Contra el honor,Desconocida,Femenino,2011,0.0,336.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2019,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2018,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2017,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2016,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2015,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2014,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2013,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2012,2.0,1.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Masculino,2011,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2019,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2018,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2017,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2016,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2015,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2014,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2013,1.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2012,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2011,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2019,6.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2018,7.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2017,16.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2016,9.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2015,14.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2014,18.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2013,12.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2012,6.0,2.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2011,21.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2019,2.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2018,2.0,2.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2017,2.0,3.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2016,6.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2015,1.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2014,2.0,2.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2013,5.0,1.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2012,1.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2011,8.0,1.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2019,50.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2018,57.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2017,30.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2016,51.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2015,44.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2014,95.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2013,63.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2012,55.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2011,132.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2019,27.0,1.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2018,15.0,3.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2017,10.0,3.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2016,8.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2015,5.0,1.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2014,20.0,3.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2013,7.0,1.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2012,10.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2011,21.0,2.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2019,40.0,7.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2018,61.0,4.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2017,23.0,8.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2016,30.0,8.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2015,12.0,8.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2014,45.0,3.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2013,19.0,4.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2012,14.0,7.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2011,46.0,5.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2019,12.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2018,15.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2017,6.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2016,6.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2015,5.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2014,4.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2013,3.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2012,6.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2011,18.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2019,42.0,8.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2018,57.0,11.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2017,9.0,8.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2016,8.0,9.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2015,9.0,6.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2014,20.0,8.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2013,7.0,6.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2012,10.0,8.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2011,29.0,23.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2019,14.0,6.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2018,8.0,4.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2017,2.0,6.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2016,5.0,3.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2015,1.0,2.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2014,4.0,3.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2013,4.0,4.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2012,1.0,1.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2011,12.0,1.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2019,3.0,14.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2018,2.0,15.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2017,2.0,14.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2016,0.0,12.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2015,0.0,8.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2014,1.0,11.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2013,0.0,10.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2012,1.0,9.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2011,1.0,24.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2019,0.0,10.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2018,0.0,7.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2017,0.0,11.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2016,0.0,4.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2015,0.0,7.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2014,0.0,5.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2013,0.0,15.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2012,0.0,5.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2011,0.0,31.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2019,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2018,8.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2017,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2016,1.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2015,2.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2014,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2013,1.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2012,0.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2011,7.0,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2019,1.0,15.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2018,1.0,13.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2017,0.0,12.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2016,0.0,5.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2015,0.0,9.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2014,0.0,6.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2013,0.0,16.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2012,0.0,5.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2011,0.0,31.0
Total Nacional,Delitos sexuales,< 18,Masculino,2019,195.0,359.0
Total Nacional,Delitos sexuales,< 18,Masculino,2018,150.0,283.0
Total Nacional,Delitos sexuales,< 18,Masculino,2017,78.0,255.0
Total Nacional,Delitos sexuales,< 18,Masculino,2016,68.0,286.0
Total Nacional,Delitos sexuales,< 18,Masculino,2015,77.0,274.0
Total Nacional,Delitos sexuales,< 18,Masculino,2014,94.0,189.0
Total Nacional,Delitos sexuales,< 18,Masculino,2013,87.0,117.0
Total Nacional,Delitos sexuales,< 18,Masculino,2012,24.0,76.0
Total Nacional,Delitos sexuales,< 18,Masculino,2011,18.0,44.0
Total Nacional,Delitos sexuales,< 18,Femenino,2019,27.0,696.0
Total Nacional,Delitos sexuales,< 18,Femenino,2018,10.0,628.0
Total Nacional,Delitos sexuales,< 18,Femenino,2017,2.0,489.0
Total Nacional,Delitos sexuales,< 18,Femenino,2016,1.0,441.0
Total Nacional,Delitos sexuales,< 18,Femenino,2015,8.0,462.0
Total Nacional,Delitos sexuales,< 18,Femenino,2014,19.0,425.0
Total Nacional,Delitos sexuales,< 18,Femenino,2013,28.0,316.0
Total Nacional,Delitos sexuales,< 18,Femenino,2012,2.0,194.0
Total Nacional,Delitos sexuales,< 18,Femenino,2011,0.0,133.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2019,209.0,1056.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2018,205.0,915.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2017,150.0,745.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2016,134.0,729.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2015,123.0,736.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2014,103.0,615.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2013,93.0,433.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2012,65.0,270.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2011,83.0,179.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2019,6.0,18.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2018,3.0,14.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2017,6.0,16.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2016,2.0,33.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2015,1.0,6.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2014,3.0,8.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2013,10.0,21.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2012,3.0,4.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2011,1.0,6.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2019,227.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2018,232.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2017,237.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2016,218.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2015,287.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2014,188.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2013,158.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2012,210.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2011,171.0,0.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2019,7.0,66.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2018,12.0,57.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2017,16.0,72.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2016,10.0,59.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2015,7.0,27.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2014,5.0,26.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2013,4.0,42.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2012,7.0,15.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2011,10.0,22.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2019,145.0,47.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2018,168.0,39.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2017,126.0,56.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2016,143.0,56.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2015,112.0,39.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2014,123.0,42.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2013,93.0,38.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2012,146.0,24.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2011,110.0,44.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2019,13.0,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2018,7.0,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2017,17.0,2.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2016,7.0,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2015,7.0,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2014,4.0,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2013,2.0,1.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2012,7.0,1.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2011,6.0,0.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2019,99.0,11.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2018,127.0,8.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2017,130.0,29.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2016,137.0,22.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2015,87.0,29.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2014,98.0,27.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2013,74.0,24.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2012,121.0,13.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2011,98.0,21.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2019,7.0,21.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2018,5.0,34.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2017,5.0,52.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2016,4.0,32.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2015,2.0,38.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2014,2.0,26.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2013,0.0,22.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2012,2.0,11.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2011,3.0,5.0
Total Nacional,Delitos sexuales,> 65,Masculino,2019,30.0,32.0
Total Nacional,Delitos sexuales,> 65,Masculino,2018,31.0,42.0
Total Nacional,Delitos sexuales,> 65,Masculino,2017,23.0,81.0
Total Nacional,Delitos sexuales,> 65,Masculino,2016,22.0,54.0
Total Nacional,Delitos sexuales,> 65,Masculino,2015,18.0,67.0
Total Nacional,Delitos sexuales,> 65,Masculino,2014,20.0,53.0
