Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Victimizaciones
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2013,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2012,0.0
Total Nacional,Contra la propiedad industrial/intelectual,< 18,Femenino,2011,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2019,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2018,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2017,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2016,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2015,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2014,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2013,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2012,2.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2011,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2019,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2018,2.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2017,3.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2016,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2015,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2014,2.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2013,1.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2012,0.0
Total Nacional,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2011,1.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2019,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2018,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2017,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2016,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2015,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2014,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2013,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2012,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2011,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2019,1.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2018,3.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2017,3.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2016,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2015,1.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2014,3.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2013,1.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2012,0.0
Total Nacional,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2011,2.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2019,7.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2018,4.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2017,8.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2016,8.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2015,8.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2014,3.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2013,4.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2012,7.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2011,5.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2019,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2018,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2017,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2016,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2015,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2014,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2013,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2012,0.0
Total Nacional,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2011,0.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2019,8.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2018,11.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2017,8.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2016,9.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2015,6.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2014,8.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2013,6.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2012,8.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2011,23.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2019,6.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2018,4.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2017,6.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2016,3.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2015,2.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2014,3.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2013,4.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2012,1.0
Total Nacional,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2011,1.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2019,14.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2018,15.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2017,14.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2016,12.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2015,8.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2014,11.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2013,10.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2012,9.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Masculino,2011,24.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2019,10.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2018,7.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2017,11.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2016,4.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2015,7.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2014,5.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2013,15.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2012,5.0
Total Nacional,Contra la propiedad industrial/intelectual,> 65,Femenino,2011,31.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2019,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2018,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2017,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2016,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2015,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2014,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2013,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2012,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2011,0.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2019,15.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2018,13.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2017,12.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2016,5.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2015,9.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2014,6.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2013,16.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2012,5.0
Total Nacional,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2011,31.0
Total Nacional,Delitos sexuales,< 18,Masculino,2019,359.0
Total Nacional,Delitos sexuales,< 18,Masculino,2018,283.0
Total Nacional,Delitos sexuales,< 18,Masculino,2017,255.0
Total Nacional,Delitos sexuales,< 18,Masculino,2016,286.0
Total Nacional,Delitos sexuales,< 18,Masculino,2015,274.0
Total Nacional,Delitos sexuales,< 18,Masculino,2014,189.0
Total Nacional,Delitos sexuales,< 18,Masculino,2013,117.0
Total Nacional,Delitos sexuales,< 18,Masculino,2012,76.0
Total Nacional,Delitos sexuales,< 18,Masculino,2011,44.0
Total Nacional,Delitos sexuales,< 18,Femenino,2019,696.0
Total Nacional,Delitos sexuales,< 18,Femenino,2018,628.0
Total Nacional,Delitos sexuales,< 18,Femenino,2017,489.0
Total Nacional,Delitos sexuales,< 18,Femenino,2016,441.0
Total Nacional,Delitos sexuales,< 18,Femenino,2015,462.0
Total Nacional,Delitos sexuales,< 18,Femenino,2014,425.0
Total Nacional,Delitos sexuales,< 18,Femenino,2013,316.0
Total Nacional,Delitos sexuales,< 18,Femenino,2012,194.0
Total Nacional,Delitos sexuales,< 18,Femenino,2011,133.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2019,1056.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2018,915.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2017,745.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2016,729.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2015,736.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2014,615.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2013,433.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2012,270.0
Total Nacional,Delitos sexuales,18 a 25,Masculino,2011,179.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2019,18.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2018,14.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2017,16.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2016,33.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2015,6.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2014,8.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2013,21.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2012,4.0
Total Nacional,Delitos sexuales,18 a 25,Femenino,2011,6.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2019,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2018,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2017,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2016,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2015,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2014,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2013,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2012,0.0
Total Nacional,Delitos sexuales,26 a 40,Masculino,2011,0.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2019,66.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2018,57.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2017,72.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2016,59.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2015,27.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2014,26.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2013,42.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2012,15.0
Total Nacional,Delitos sexuales,26 a 40,Femenino,2011,22.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2019,47.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2018,39.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2017,56.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2016,56.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2015,39.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2014,42.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2013,38.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2012,24.0
Total Nacional,Delitos sexuales,41 a 50,Masculino,2011,44.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2019,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2018,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2017,2.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2016,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2015,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2014,0.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2013,1.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2012,1.0
Total Nacional,Delitos sexuales,41 a 50,Femenino,2011,0.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2019,11.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2018,8.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2017,29.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2016,22.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2015,29.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2014,27.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2013,24.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2012,13.0
Total Nacional,Delitos sexuales,51 a 65,Masculino,2011,21.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2019,21.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2018,34.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2017,52.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2016,32.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2015,38.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2014,26.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2013,22.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2012,11.0
Total Nacional,Delitos sexuales,51 a 65,Femenino,2011,5.0
Total Nacional,Delitos sexuales,> 65,Masculino,2019,32.0
Total Nacional,Delitos sexuales,> 65,Masculino,2018,42.0
Total Nacional,Delitos sexuales,> 65,Masculino,2017,81.0
Total Nacional,Delitos sexuales,> 65,Masculino,2016,54.0
Total Nacional,Delitos sexuales,> 65,Masculino,2015,67.0
Total Nacional,Delitos sexuales,> 65,Masculino,2014,53.0
Total Nacional,Delitos sexuales,> 65,Masculino,2013,46.0
Total Nacional,Delitos sexuales,> 65,Masculino,2012,24.0
Total Nacional,Delitos sexuales,> 65,Masculino,2011,27.0
Total Nacional,Delitos sexuales,> 65,Femenino,2019,2.0
Total Nacional,Delitos sexuales,> 65,Femenino,2018,5.0
Total Nacional,Delitos sexuales,> 65,Femenino,2017,15.0
Total Nacional,Delitos sexuales,> 65,Femenino,2016,11.0
Total Nacional,Delitos sexuales,> 65,Femenino,2015,6.0
Total Nacional,Delitos sexuales,> 65,Femenino,2014,9.0
Total Nacional,Delitos sexuales,> 65,Femenino,2013,11.0
Total Nacional,Delitos sexuales,> 65,Femenino,2012,6.0
Total Nacional,Delitos sexuales,> 65,Femenino,2011,8.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2019,0.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2018,0.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2017,0.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2016,0.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2015,0.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2014,0.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2013,0.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2012,0.0
Total Nacional,Delitos sexuales,Desconocida,Masculino,2011,0.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2019,14.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2018,20.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2017,29.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2016,26.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2015,17.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2014,14.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2013,17.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2012,10.0
Total Nacional,Delitos sexuales,Desconocida,Femenino,2011,18.0
Total Nacional,Falsificación informática,< 18,Masculino,2019,40.0
Total Nacional,Falsificación informática,< 18,Masculino,2018,33.0
Total Nacional,Falsificación informática,< 18,Masculino,2017,26.0
Total Nacional,Falsificación informática,< 18,Masculino,2016,25.0
Total Nacional,Falsificación informática,< 18,Masculino,2015,26.0
Total Nacional,Falsificación informática,< 18,Masculino,2014,15.0
Total Nacional,Falsificación informática,< 18,Masculino,2013,22.0
Total Nacional,Falsificación informática,< 18,Masculino,2012,20.0
Total Nacional,Falsificación informática,< 18,Masculino,2011,12.0
Total Nacional,Falsificación informática,< 18,Femenino,2019,103.0
Total Nacional,Falsificación informática,< 18,Femenino,2018,65.0
Total Nacional,Falsificación informática,< 18,Femenino,2017,93.0
Total Nacional,Falsificación informática,< 18,Femenino,2016,76.0
Total Nacional,Falsificación informática,< 18,Femenino,2015,65.0
